ii	id	text	title
270	271	slower for Carter , as he batted only . 153 throughout the entire month of April . Carter would turn his fortunes around after the All - Star break though , as finished with a . 227 batting average and career highs of 37 home runs and 88 RBI . On January 14 , 2015 , Carter and the Astros agreed to a one - year contract worth $4.175 million , avoiding arbitration . Carter had a disappointing 2015 season for the Astros ; Carter was the team 's starting first baseman , but hit only . 199 in 129 games . However , he still managed to hit 24 home runs , and then hit . 294 with a home run against the Kansas City Royals during the 2015 American League Division Series . At the conclusion of the 2015 season Carter was non tendered by the Astros and he became a free agent . Milwaukee Brewers ( edit ) On January 6 , 2016 , Carter signed a one - year , $2.5 million contract with the Milwaukee Brewers . He posted a . 321 on - base percentage and hit 41 home runs , leading the National League in 2016 . However , he had a . 222 batting average and led the league with 206 strikeouts . The Brewers did not tender Carter a contract for the 2017 , making him a free agent . New York Yankees ( edit ) On February 16 , 2017	Chris Carter (right-handed hitter)
271	272	, the New York Yankees signed Carter to a one - year contract , worth $3.5 million . Carter batted . 204 with eight home runs and 70 strikeouts before the Yankees designated him for assignment on June 24 . He was called back up by the Yankees on June 29 when his replacement at first base , Tyler Austin , landed on the disabled list . On July 4 , he was again designated for assignment , this time to make room for Ji - man Choi on the roster . He was released on July 10 . Return to the Oakland Athletics ( edit ) Carter signed a minor league contract with the Oakland Athletics on July 21 , 2017 , and was assigned to the Nashville Sounds of the PCL . Personal life ( edit ) Carter 's father , Vernon , played basketball for Rancho High School in North Las Vegas . Carter is a car enthusiast . He owns a Shelby Super Snake . References ( edit ) ^ Jump up to : `` Get to Know : Brewers first baseman Chris Carter '' . Retrieved February 17 , 2017 . ^ Jump up to : `` Powerful Carter always had a single focus '' . Retrieved February 17 , 2017 . Jump up ^ Merkin , Scott ( December 3 , 2007 ) . `` White Sox trade for outfielder Quentin '' . Chicago White Sox . Retrieved July 16 , 2008 . Jump	Chris Carter (right-handed hitter)
272	273	up ^ `` A 's trade RHP Dan Haren to Arizona in eight player deal '' ( Press release ) . Oakland Athletics . December 14 , 2007 . Retrieved July 16 , 2008 . Jump up ^ `` Trevor Cahill and Chris Carter named organizational players of the year '' ( Press release ) . Oakland Athletics . October 10 , 2008 . Retrieved November 23 , 2009 . Jump up ^ `` Chris Carter '' . The Baseball Cube . Retrieved May 20 , 2009 . ^ Jump up to : Winston , Lisa ( January 1 , 2010 ) . `` A 's Carter pays immediate dividends : Slugger earns MiLBY for Overall Minor League Hitter '' . MLB Advanced Media , L.P . Retrieved June 17 , 2011 . Jump up ^ `` A 's Add Four To 40 - Man Roster '' . Retrieved February 17 , 2017 . ^ Jump up to : `` Chris Carter Statistics and History '' . Baseball-Reference.com . Retrieved April 22 , 2015 . Jump up ^ `` Winter Plans '' . San Francisco Chronicle . September 23 , 2010 . Retrieved September 23 , 2010 . Jump up ^ `` Chris Carter Minor League Statistics & History '' . Baseball-Reference.com . Retrieved April 22 , 2015 . Jump up ^ McTaggert , Brian ( February 4 , 2013 ) . `` Astros pick up three players in trade with A 's '' . MLB.com . Retrieved January 15	Chris Carter (right-handed hitter)
273	274	, 2015 . Jump up ^ `` Astros agree to $4,175,000 contract with Carter '' . ESPN.com . Associated Press . January 14 , 2015 . Retrieved January 15 , 2015 . Jump up ^ `` Astros To Non-Tender Chris Carter '' . Retrieved February 17 , 2017 . Jump up ^ `` Brewers sign Chris Carter '' . USAToday . Retrieved January 6 , 2016 . Jump up ^ `` Ex-Brewers slugger Chris Carter may have to take his career to Japan - FOX Sports '' . January 31 , 2017 . Retrieved February 17 , 2017 . Jump up ^ Todd , Jeff ( November 28 , 2016 ) . `` Brewers To Non-Tender Chris Carter '' . MLB Trade Rumors . Retrieved January 18 , 2017 . Jump up ^ `` Yankees sign Chris Carter to one - year deal '' . Retrieved February 17 , 2017 . Jump up ^ `` Chris Carter designated for assignment ; Yankees promote 1B Tyler Austin from minors '' . ESPN.com . June 24 , 2017 . Retrieved June 24 , 2017 . Jump up ^ http://www.nydailynews.com/sports/baseball/yankees/chris-carter-back-yankees-tyler-austin-land-dl-article-1.3289353 Jump up ^ `` Yankees DFA Chris Carter again , call up Ji - Man Choi '' . NY Daily News . Retrieved July 4 , 2017 . Jump up ^ Thornburg , Chad ( July 19 , 2017 ) . `` A 's reportedly reunite with slugger Carter '' . MLB.com . Retrieved July 19 , 2017 . Jump up ^ http://www.espn.com/mlb/story/_/id/20123276/oakland-athletics-sign-chris-carter-minor-league-deal	Chris Carter (right-handed hitter)
274	275	External links ( edit ) Wikimedia Commons has media related to Chris Carter ( baseball player born 1986 ) . Career statistics and player information from MLB , or Baseball - Reference , or Fangraphs , or The Baseball Cube , or Baseball - Reference ( Minors ) ( hide ) National League season home run leaders 1876 : Hall 1877 : Pike 1878 : Hines 1879 : C. Jones 1880 : Stovey & O'Rourke 1881 : Brouthers 1882 : Wood 1883 : Ewing 1884 : Williamson 1885 : Dalrymple 1886 : Brouthers & Richardson 1887 : O'Brien 1888 : Ryan 1889 : Thompson 1890 : Burns , Tiernan & Wilmot 1891 : Tiernan & Stovey 1892 : Holliday 1893 : Delahanty 1894 : Duffy 1895 : Thompson 1896 : Joyce & Delahanty 1897 : Duffy 1898 : J. Collins 1899 : Freeman 1900 : Long 1901 : Crawford 1902 : Leach 1903 : Sheckard 1904 : Lumley 1905 : Odwell 1906 : Jordan 1907 : Brain 1908 : Jordan 1909 : Murray 1910 : Schulte & Beck 1911 : Schulte 1912 : Zimmerman 1913 : Cravath 1914 : Cravath 1915 : Cravath 1916 : C. Williams & Robertson 1917 : Cravath & Robertson 1918 : Cravath 1919 : Cravath 1920 : C. Williams 1921 : Kelly 1922 : Hornsby 1923 : C. Williams 1924 : Fournier 1925 : Hornsby 1926 : Wilson 1927 : C. Williams & Wilson 1928 : Wilson & Bottomley 1929 : Klein 1930 : Wilson	Chris Carter (right-handed hitter)
275	276	1931 : Klein 1932 : Klein & Ott 1933 : Klein 1934 : Ott & R. Collins 1935 : Berger 1936 : Ott 1937 : Ott & Medwick 1938 : Ott 1939 : Mize 1940 : Mize 1941 : Camilli 1942 : Ott 1943 : Nicholson 1944 : Nicholson 1945 : Holmes 1946 : Kiner 1947 : Kiner & Mize 1948 : Kiner & Mize 1949 : Kiner 1950 : Kiner 1951 : Kiner 1952 : Kiner & Sauer 1953 : Mathews 1954 : Kluszewski 1955 : Mays 1956 : Snider 1957 : Aaron 1958 : Banks 1959 : Mathews 1960 : Banks 1961 : Cepeda 1962 : Mays 1963 : McCovey & Aaron 1964 : Mays 1965 : Mays 1966 : Aaron 1967 : Aaron 1968 : McCovey 1969 : McCovey 1970 : Bench 1971 : Stargell 1972 : Bench 1973 : Stargell 1974 : Schmidt 1975 : Schmidt 1976 : Schmidt 1977 : Foster 1978 : Foster 1979 : Kingman 1980 : Schmidt 1981 : Schmidt 1982 : Kingman 1983 : Schmidt 1984 : Schmidt & Murphy 1985 : Murphy 1986 : Schmidt 1987 : Dawson 1988 : Strawberry 1989 : Mitchell 1990 : Sandberg 1991 : Johnson 1992 : McGriff 1993 : Bonds 1994 : M. Williams 1995 : Bichette 1996 : Galarraga 1997 : Walker 1998 : McGwire 1999 : McGwire 2000 : Sosa 2001 : Bonds 2002 : Sosa 2003 : Thome 2004 : Beltré 2005 : A. Jones 2006 : Howard 2007 : Fielder	Chris Carter (right-handed hitter)
276	277	2008 : Howard 2009 : Pujols 2010 : Pujols 2011 : Kemp 2012 : Braun 2013 : Álvarez & Goldschmidt 2014 : Stanton 2015 : Arenado & Harper 2016 : Arenado & Carter Biography portal Baseball portal Nevada portal Retrieved from `` https://en.wikipedia.org/w/index.php?title=Chris_Carter_(right-handed_hitter)&oldid=791988680 '' Categories : 1986 births Living people Sportspeople from the Las Vegas Valley People from Redwood City , California Baseball players from Nevada Baseball players from California African - American baseball players Major League Baseball first basemen Major League Baseball left fielders Major League Baseball designated hitters All - Star Futures Game players Oakland Athletics players Houston Astros players Milwaukee Brewers players New York Yankees players Bristol White Sox players Great Falls White Sox players Kannapolis Intimidators players Stockton Ports players North Shore Honu players Midland RockHounds players Sacramento River Cats players Algodoneros de Guasave players Nashville Sounds players Hidden categories : Use mdy dates from February 2017 All articles with unsourced statements Articles with unsourced statements from February 2017 Talk Contents About Wikipedia Français 한국어 日本 語 Polski Slovenščina Edit links This page was last edited on 23 July 2017 , at 19 : 03 . Text is available under the Creative Commons Attribution - ShareAlike License ; additional terms may apply . By using this site , you agree to the Terms of Use and Privacy Policy . Wikipedia ® is a registered trademark of the Wikimedia Foundation , Inc. , a non-profit organization . About Wikipedia	Chris Carter (right-handed hitter)
277	278	Zones and divisions of Indian Railways - wikipedia Zones and divisions of Indian Railways Jump to : navigation , search Indian Railways divides its operations into zones , which are further sub-divided into divisions , each having a divisional headquarters . There are a total of 73 divisions . Each of the divisions is headed by a Divisional Railway Manager ( DRM ) , who reports to the General Manager ( GM ) of the zone . A DRM can be appointed from any of the eight organized services of Indian Railways , viz . Indian Railway Traffic Service ( IRTS ) , Indian Railway Accounts Service ( IRAS ) , Indian Railway Personnel Service ( IRPS ) , Indian Railway Service of Engineers ( IRSE ) , Indian Railway Service of Mechanical Engineers ( IRSME ) , Indian Railway Service of Electrical Engineers ( IRSEE ) , Indian Railway Service of Signal Engineers ( IRSSE ) and Indian Railway Stores Service ( IRSS ) for the tenure of three years , but it can be exceeded on the recommendation of Railway Board . Divisional officers heading all departments viz . engineering , mechanical , electrical , signal and telecommunication , accounts , personnel , operating , commercial , safety , medical , security branches report to the Divisional Railway Manager . The DRM is assisted by one or two Additional Divisional Railway Managers ( ADRM ) in the working of the division . Indian Railway Zones Contents ( hide	Zones and divisions of Indian Railways
278	279	) 1 List of zones and its divisions 2 Organisation 2.1 Control Room 2.2 Accident Relief Trains 2.3 Locomotive Sheds 2.4 Coaching Depots and Sick Lines 3 See also 4 References 5 External links List of zones and its divisions ( edit ) The 18 zones and the 68 divisions are listed below : List of IR Zones Railway Zone Code Zone Headquarters Operational Statistics ( in FY 2011 - 12 ) Railway Divisions Route length ( km ) Number of Stations Revenue Passenger Carried ( million ) 01 . Northern Railway NR Delhi 6,968 1142 ₹ 89,246 million ( US $1.4 billion ) 685 Delhi , Ambala , Firozpur , Lucknow NR , Moradabad 02 . North Eastern Railway NER Gorakhpur 3,667 537 ₹ 17,667 million ( US $270 million ) 250 Izzatnagar , Lucknow NER , Varanasi 03 . Northeast Frontier Railway NFR Guwahati 3,907 690 ₹ 21,079 million ( US $320 million ) 88 Alipurduar , Katihar , Rangiya , Lumding , Tinsukia 04 . Eastern Railway ER Sealdah 2,414 576 ₹ 37,254 million ( US $570 million ) 1,173 Howrah , Sealdah , Asansol , Malda 05 . South Eastern Railway SER Howrah 2,631 353 ₹ 73,721 million ( US $1.1 billion ) 263 Adra , Chakradharpur , Kharagpur , Ranchi 06 . South Central Railway SCR Secunderabad 6,137 883 ₹ 89,114 million ( US $1.4 billion ) 378 Secunderabad , Hyderabad , Vijayawada , Guntakal , Guntur , Nanded 07 . Southern Railway SR Chennai	Zones and divisions of Indian Railways
279	280	6,844 890 ₹ 81,820 million ( US $1.3 billion ) 406 Chennai , Tiruchirappalli , Madurai , Palakkad , Salem , Thiruvananthapuram 08 . Central Railway CR Mumbai 3,905 612 ₹ 75,447 million ( US $1.2 billion ) 1,675 Mumbai , Bhusawal , Pune , Solapur , Nagpur 09 . Western Railway WR Mumbai 6,182 1046 ₹ 82,167 million ( US $1.3 billion ) 1,654 Mumbai WR , Ratlam , Ahmedabad , Rajkot , Bhavnagar , Vadodara 10 . South Western Railway SWR Hubballi 3,177 456 ₹ 26,384 million ( US $400 million ) 181 Hubballi , Bengaluru , Mysuru , 11 . North Western Railway NWR Jaipur 5,459 663 ₹ 36,240 million ( US $560 million ) 157 Jaipur , Ajmer , Bikaner , Jodhpur 12 . West Central Railway WCR Jabalpur 2,965 372 ₹ 65,135 million ( US $1.0 billion ) 138 Jabalpur , Bhopal , Kota 13 . North Central Railway NCR Allahabad 3,151 435 ₹ 87,796 million ( US $1.3 billion ) 182 Allahabad , Agra , Jhansi 14 . South East Central Railway SECR Bilaspur 2,447 358 ₹ 63,402 million ( US $970 million ) 126 Bilaspur , Raipur , Nagpur SEC 15 . East Coast Railway ECoR Bhubaneswar 2,572 342 ₹ 87,884 million ( US $1.3 billion ) 86 Khurda Road , Sambalpur , Waltair 16 . East Central Railway ECR Hajipur 3,628 800 ₹ 59,386 million ( US $910 million ) 222 Danapur , Dhanbad , Mughalsarai , Samastipur , Sonpur 17 .	Zones and divisions of Indian Railways
280	281	Metro Railway MTP Kolkata 130 75 ₹ 348 million ( US $5.3 million ) 183 NA 18 . Konkan Railway KR Navi Mumbai None Konkan Railway Corporation Limited ( KRCL ) is a Public Sector Undertaking ( PSU ) under the Ministry of Railways . Organisation ( edit ) A typical division has an average track length of about 1,000 km ( 620 mi ) and staff strength of about 15,000 . All the departments and services of the Indian Railways are represented in a Division . Sl . No Name of Department Headed by Abbre . Role and function 1 . Engineering Department Senior Divisional Engineer Sr. DEN Maintenance of all fixed assets of the Division , i.e. Track , Bridges , Buildings , Roads , Water supply etc . 2 . Mechanical Engineering & Power ( Transportation ) Department Senior Divisional Mechanical Engineer Sr. DME Maintenance of all rolling stock of the Division ( except electric locos and EMU / MEMUs ) , i.e. locomotives , passenger and freight cars ; and technical super etc . 3 . Electrical Engineering Department Senior Divisional Electrical Engineer Sr. DEE Maintenance of all electric locomotives , EMUs / MEMUs and fixed electrical assets of the Division , i.e. Overhead equipment , lighting and power for railway establishments etc . 4 . Signal & Telecommunication Engineering Department Senior Divisional Signal & Telecommunication Engineer Sr. DSTE Management of the Signalling and Telecommunication ( S&T ) infrastructure of the division for Safe Train operations	Zones and divisions of Indian Railways
281	282	; 5 . Operating and Traffic ( Transportation ) Department Senior Divisional Operations Manager Sr. DOM Train operations 6 . Commercial Department Senior Divisional Commercial Manager Sr. DCM Passenger ticketing , ticket checking , booking of freight rakes and collecting fares 7 . Medical Department Chief Medical Superintendent CMS Providing medical facilities to railway employees and their families 8 . Safety Department Senior Divisional Safety Officer Sr. DSO Ensuring safety of train operations 9 . Stores Department Senior Divisional Material Manager Sr. DMM Ensuring material for maintenance of trains ( material for all departments except the Engineering Department ) 10 . Accounts Department Senior Divisional Finance Manager Sr. DFM Financial management of the division 11 . Personnel Department Senior Divisional Personnel Officer Sr. DPO HR functions 12 . Security Department Senior Divisional Security Commissioner Sr. DSC Security of railway material , passenger and passenger belongings Control Room ( edit ) Every division has a Control Room for train operations , where all the trains in the division are controlled and monitored . There are different types of control rooms such as engineering control , mechanical control etc. which coordinate with operating control and employees of the respective department . Accident Relief trains ( edit ) Every division has Accident Relief Trains ( ARTs ) , Accident Relief Medical Vans ( ARMVs ) and Breakdown Cranes for assisting in disaster management . These are under the supervision of the Senior Divisional Manager of Engineering ( SrDME ) of the Division ,	Zones and divisions of Indian Railways
282	283	who is also the head of Division . Locomotive Sheds ( edit ) The Diesel Locomotive Sheds and Electric Locomotive Sheds on the division maintain diesel and electric locomotives respectively . Their administrative control is with the Divisional Railway Manager ( DRM ) . Coaching depots and sick lines ( edit ) Every division has some coaching depots to maintain its passenger cars and sick lines to maintain freight cars which are found unfit at the freight examination points . See also ( edit ) Indian Railway organisational structure References ( edit ) Jump up ^ `` INDIAN RAILWAY 'S ZONE 'S & THEIR DIVISIONS WITH HEAQUARTERS '' ( PDF ) . indianrail.gov.in . Archived ( PDF ) from the original on 17 April 2012 . Retrieved 23 February 2018 . Jump up ^ `` Organization Structure '' ( PDF ) . Indian Railways. 2015 . Archived ( PDF ) from the original on 17 May 2017 . Retrieved 2 March 2017 . Jump up ^ `` Indian Railways Report '' ( PDF ) . Indian Railways. 2015 . Archived ( PDF ) from the original on 17 May 2017 . Retrieved 2 March 2017 . Jump up ^ `` All India and Zone-wise Passengers / Goods Carried And Earnings Derived By Railways '' ( xls ) . report . Government of India . 2015 . Archived from the original on 2017 - 04 - 19 . Retrieved 2017 - 04 - 18 . Jump up ^ `` Delhi Railway	Zones and divisions of Indian Railways
